scorer,DLC_resnet50_AlexFeb24shuffle1_810000,DLC_resnet50_AlexFeb24shuffle1_810000,DLC_resnet50_AlexFeb24shuffle1_810000
bodyparts,pointer,pointer,pointer
coords,x,y,likelihood
"0,00","1000,86499023438","318,184844970703","0,00251489179208875"
"1,00","1120,71667480469","446,898895263672","0,089468277990818"
"2,00","958,040588378906","197,142776489258","0,0015535952989012"
"3,00","972,449340820313","322,87890625","0,0014695436693728"
"4,00","972,199157714844","322,972900390625","0,00200085528194904"
"5,00","983,411071777344","142,478698730469","0,000928907829802483"
"6,00","1087,02111816406","445,712036132813","0,00293625262565911"
"7,00","1048,33520507813","252,985656738281","0,00151118834037334"
"8,00","1031,67822265625","426,549255371094","0,995892405509949"
"9,00","1038,923828125","353,372985839844","0,997859179973602"
"10,00","1040,43359375","282,156677246094","0,999817430973053"
"11,00","1038,00549316406","222,382705688477","0,999553263187408"
"12,00","1030,43225097656","171,448059082031","0,999917387962341"
"13,00","1019,21411132813","137,972839355469","0,999516606330872"
"14,00","1007,80926513672","119,695022583008","0,999626398086548"
"15,00","994,013000488281","113,020561218262","0,998860239982605"
"16,00","975,352172851563","117,323440551758","0,998701572418213"
"17,00","956,418579101563","123,387031555176","0,999347031116486"
"18,00","937,534545898438","140,609664916992","0,989230573177338"
"19,00","938,406494140625","148,700881958008","0,999816358089447"
"20,00","954,091491699219","166,514404296875","0,99512791633606"
"21,00","1006,64770507813","232,130523681641","0,990872979164124"
"22,00","1036,46325683594","341,840026855469","0,61139726638794"
"23,00","1064,91430664063","223,124984741211","0,00164755096193403"
"24,00","1100,88781738281","350,757171630859","0,00239193928427994"
"25,00","875,820434570313","154,083770751953","0,0017222318565473"
"26,00","890,801818847656","144,769058227539","0,00185900984797627"
"27,00","891,001892089844","144,807769775391","0,00192843074910343"
"28,00","891,061279296875","144,799865722656","0,00164822093211114"
"29,00","1039,34008789063","391,652252197266","0,94524210691452"
"30,00","1033,26416015625","316,566375732422","0,908500850200653"
"31,00","1008,33123779297","244,864334106445","0,997663974761963"
"32,00","968,831298828125","191,138931274414","0,998922646045685"
"33,00","919,470642089844","154,642318725586","0,99797934293747"
"34,00","881,322998046875","134,282699584961","0,989018976688385"
"35,00","856,146179199219","126,365432739258","0,991660535335541"
"36,00","858,995727539063","143,85139465332","0,998932063579559"
"37,00","861,773376464844","145,170333862305","0,999024748802185"
"38,00","874,160034179688","151,300521850586","0,03128856793046"
"39,00","874,066162109375","152,014587402344","0,0111785000190139"
"40,00","994,705627441406","328,137390136719","0,00934767350554466"
"41,00","993,082824707031","324,474822998047","0,00504722120240331"
"42,00","1019,08740234375","346,580902099609","0,00187849346548319"
"43,00","921,948486328125","317,819396972656","0,00155588635243475"
"44,00","970,709350585938","221,664428710938","0,00235571712255478"
"45,00","977,031005859375","317,895355224609","0,00420213211327791"
"46,00","986,033874511719","317,4638671875","0,00179250212386251"
"47,00","1014,24291992188","425,9638671875","0,999879956245422"
"48,00","1036,99780273438","342,156005859375","0,99952232837677"
"49,00","1043,63989257813","263,453552246094","0,999700427055359"
"50,00","1038,40710449219","207,562942504883","0,999802529811859"
"51,00","1027,14306640625","168,648910522461","0,999831914901733"
"52,00","1022,16656494141","142,185073852539","0,999330401420593"
"53,00","1024,66381835938","128,360046386719","0,999351799488068"
"54,00","1035,23718261719","130,664199829102","0,999858140945435"
"55,00","1051,01696777344","148,599868774414","0,999983191490173"
"56,00","1065,05676269531","162,063949584961","0,999901056289673"
"57,00","1075,591796875","208,058090209961","0,99986743927002"
"58,00","1091,61181640625","297,755523681641","0,999848127365112"
"59,00","1078,12414550781","416,475799560547","0,999849677085877"
"60,00","1025,8125","543,547912597656","0,989127576351166"
"61,00","938,832946777344","647,867858886719","0,991842269897461"
"62,00","920,415588378906","640,023864746094","0,491956263780594"
"63,00","970,993103027344","330,758361816406","0,00162331166211516"
"64,00","983,640747070313","142,302551269531","0,00109375326428562"
"65,00","979,170593261719","586,791015625","0,191960275173187"
"66,00","1020,46447753906","502,124420166016","0,993266940116882"
"67,00","1047,79052734375","424,444458007813","0,999575078487396"
"68,00","1061,40893554688","347,3017578125","0,999931454658508"
"69,00","1054,44396972656","285,372039794922","0,999779045581818"
"70,00","1039,8251953125","245,680267333984","0,999842286109924"
"71,00","1025,85278320313","234,106079101563","0,99979430437088"
"72,00","1023,80657958984","257,267883300781","0,999865174293518"
"73,00","1037,71142578125","298,149444580078","0,999854445457459"
"74,00","1062,19250488281","321,422088623047","0,999981880187988"
"75,00","1081,40734863281","336,782684326172","0,999956965446472"
"76,00","1085,38916015625","337,862152099609","0,99997866153717"
"77,00","1087,283203125","363,858367919922","0,999984622001648"
"78,00","1070,45947265625","439,547546386719","0,999890089035034"
"79,00","1018,68432617188","518,714721679688","0,128565192222595"
"80,00","997,089294433594","154,830261230469","0,00424673594534397"
"81,00","1016,35607910156","302,85009765625","0,00678576901555061"
"82,00","1051,10583496094","495,781707763672","0,00920449011027813"
"83,00","955,493103027344","219,551986694336","0,00152060471009463"
"84,00","1099,75952148438","397,451019287109","0,0014175382675603"
"85,00","958,756530761719","221,252548217773","0,00519652664661408"
"86,00","994,460266113281","156,796798706055","0,0014675339916721"
"87,00","1020,25262451172","202,417449951172","0,00737816048786044"
"88,00","1019,06359863281","205,325698852539","0,00319950561970472"
"89,00","991,379211425781","206,442169189453","0,0093973521143198"
"90,00","1075,04858398438","661,146301269531","0,848199725151062"
"91,00","1071,95385742188","658,558288574219","0,0842850655317307"
"92,00","1021,1572265625","239,856643676758","0,00292993965558708"
"93,00","1061,33422851563","657,500122070313","0,0759829953312874"
"94,00","949,760131835938","233,974563598633","0,00429254071787"
"95,00","1054,115234375","642,504516601563","0,0640171840786934"
"96,00","913,953857421875","363,905731201172","0,00663718208670616"
"97,00","912,758239746094","365,517303466797","0,00966908410191536"
"98,00","912,110717773438","365,189605712891","0,00705806445330381"
"99,00","966,251892089844","222,303344726563","0,00553254317492247"
"100,00","894,804138183594","311,191711425781","0,00814943481236696"
"101,00","889,546875","316,587249755859","0,00714005390182138"
"102,00","959,054260253906","219,550338745117","0,00724060833454132"
"103,00","967,854248046875","221,912750244141","0,0215865708887577"
"104,00","970,580078125","234,09211730957","0,00948777049779892"
"105,00","963,96875","223,163650512695","0,014690107665956"
"106,00","1019,27807617188","316,938751220703","0,00275117554701865"
"107,00","952,095703125","236,957015991211","0,00461700139567256"
"108,00","960,999938964844","236,976943969727","0,016891285777092"
"109,00","957,358520507813","237,668548583984","0,00697993533685803"
"110,00","960,700073242188","244,130310058594","0,0045960838906467"
"111,00","959,696228027344","235,275161743164","0,0221471767872572"
"112,00","968,137939453125","233,518264770508","0,0145015884190798"
