scorer,DLC_resnet50_AlexFeb24shuffle1_810000,DLC_resnet50_AlexFeb24shuffle1_810000,DLC_resnet50_AlexFeb24shuffle1_810000
bodyparts,pointer,pointer,pointer
coords,x,y,likelihood
"113,00","886,244018554688","358,298004150391","0,622080802917481"
"114,00","891,756103515625","386,253021240234","0,0296781547367573"
"115,00","952,767272949219","222,975051879883","0,0198653656989336"
"116,00","875,292419433594","421,881317138672","0,15059620141983"
"117,00","970,117980957031","283,408569335938","0,00240112072788179"
"118,00","860,463073730469","298,839721679688","0,00262529612518847"
"119,00","860,112426757813","301,396240234375","0,00323691079393029"
"120,00","949,893798828125","155,414505004883","0,00480164773762226"
"121,00","959,095581054688","233,918045043945","0,00916666351258755"
"122,00","942,836730957031","330,344055175781","0,00473929010331631"
"123,00","860,761657714844","298,834716796875","0,00323332659900188"
"124,00","860,350830078125","300,684173583984","0,00467757368460298"
"125,00","860,108459472656","301,106658935547","0,00379331316798925"
"126,00","859,908081054688","300,398956298828","0,0029065883718431"
"127,00","859,724975585938","300,058410644531","0,00456656469032168"
"128,00","860,253356933594","299,336730957031","0,00471806479617953"
